Timestamp(ms),Current(uA)
17,12.342
17.01,12.517
17.02,12.561
17.03,12.781
17.04,12.869
17.05,13.220
17.06,13.132
17.07,12.781
17.08,12.430
17.09,12.210
17.1,12.122
17.11,12.298
17.12,12.342
17.13,12.517
17.14,12.869
17.15,13.220
17.16,13.132
17.17,12.693
17.18,12.254
17.19,12.254
17.2,12.342
17.21,12.166
17.22,12.430
17.23,12.649
17.24,13.176
17.25,13.176
17.26,12.913
17.27,12.210
17.28,12.254
17.29,12.298
17.3,12.254
17.31,12.210
17.32,12.649
17.33,13.089
17.34,13.176
17.35,12.737
17.36,12.386
17.37,12.342
17.38,12.386
17.39,12.342
17.4,12.298
17.41,12.913
